Text,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9
"The rise in extreme temperatures due to climate change leads to more frequent heatwaves and colder winters, disrupting ecosystems and human activities.",0.006666872977810821,0.07623661623698699,0.0066679798393568,0.006666707585169907,0.006666814733167474,0.006667063076818348,0.006666832389046631,0.006666871783948388,0.870426761045128,0.006667480332566758
Floods are becoming more frequent and severe due to the increased frequency of intense storms and rising sea levels from climate change.,0.006250333816026904,0.006251281492973268,0.006250323271824202,0.006250175202193887,0.006250614496545076,0.07575502251176645,0.006250125648699351,0.006250081248110406,0.8742405717941483,0.006251470517712182
"Climate change is driving an increase in flooding events, displacing communities and causing extensive damage to infrastructure.",0.006667221834933265,0.006667042217823616,0.15188521247157907,0.0066688811480867475,0.006670076815797737,0.006668423412389475,0.006667745284452261,0.006666915278566622,0.7947696499938899,0.0066688315424813585
"Shifting weather patterns, driven by climate change, are affecting seasonal rainfall, temperatures, and storm intensity across the globe.",0.006250303562529661,0.006252042302078404,0.006252257037006845,0.006250127033057877,0.006252360277141306,0.3016030903396417,0.006250415054357233,0.006251404416658621,0.45657370266575587,0.19806429731177264
The disruption of established weather patterns due to climate change is leading to unpredictable climate events and extreme weather events.,0.06701937088144265,0.005555570344898692,0.005555860955708476,0.005556183915458428,0.005555583614105649,0.07263260454350642,0.005556343798476655,0.00555557974892861,0.6961456454062452,0.13086725679122904
"The frequency and severity of natural disasters are on the rise due to the impacts of climate change, leading to widespread devastation and loss of life.",0.005000256744983789,0.005001282550392096,0.12197493888427839,0.0050002320553185695,0.005000921296109177,0.0050015259827319875,0.005000171119121729,0.005000267217034675,0.410259144631594,0.4327612595184355
"Climate change is contributing to an increase in the occurrence of disasters, from wildfires to floods and hurricanes.",0.009091338297239364,0.009091766644240594,0.10870335583962085,0.009090994072790909,0.009091563257863769,0.20478795305115607,0.009091238933331148,0.009090942959485952,0.49337658558425185,0.13858426136001958
"Climate events such as intense heatwaves, droughts, and storms are expected to increase in frequency as global temperatures continue to rise.",0.006251696347893937,0.006250516357720017,0.006250675818016481,0.006250240346909707,0.00625038093052935,0.09077588793365517,0.006250607084361296,0.006250215415262279,0.553976207456045,0.3114935723096067
The occurrence of extreme climate events is a clear signal that climate change is already impacting weather systems globally.,0.0071463065592804525,0.007142935549367882,0.007145128852556632,0.00714287694615308,0.007144509089279595,0.007144540987654001,0.007145304430540588,0.007144051485828482,0.6944610560480401,0.24838329005129922
"The health impacts of climate change include heat stress, respiratory problems from pollution, and the spread of infectious diseases.",0.005882788451111091,0.0058843113934036505,0.005883737544038357,0.005882440852641682,0.00588300698026921,0.00588264521795505,0.005882661390665744,0.00588256192557842,0.6099441803754104,0.3429916658689263
"Climate change is exacerbating health risks, particularly for vulnerable populations who are more susceptible to heatwaves and disease outbreaks.",0.006250133552042821,0.10400133524700472,0.2580503556236749,0.006250342085896346,0.006250412272575284,0.006250172580875474,0.006250159261277212,0.006250103609230065,0.5941962483194893,0.006250737447933983
"Rising temperatures and changing weather patterns increase the risk of diseases like malaria, dengue, and Lyme disease.",0.00625020584005542,0.0062501497003891425,0.006250443510607864,0.006250187151533197,0.006250444153276176,0.18311812407497374,0.006250582186714485,0.006250257804376321,0.3059762936602576,0.467153311917816
"Climate change is altering the spread of vector-borne diseases, as warmer climates expand the range of disease-carrying organisms.",0.007144466325710149,0.007143257777576619,0.0071446571313444505,0.007143264070071818,0.007142975941461424,0.007143750726273692,0.007143177169614854,0.0071430271535992025,0.9357067646316845,0.00714465907266338
"Air pollution worsens with climate change, as higher temperatures increase the formation of harmful ozone and particulate matter in the atmosphere.",0.00714432701661328,0.007143363267793618,0.6121350488542953,0.007143165413303622,0.007143332799211041,0.007143371676229923,0.007143435025030718,0.00714308596740647,0.33071622750814345,0.007144642471972595
"Air pollution, exacerbated by climate change, poses serious risks to respiratory health, particularly in urban areas.",0.007143038407639866,0.0071452679284264254,0.26861609895021266,0.007143504545414136,0.007143378285715967,0.007143236155270634,0.0071431973929622465,0.007142968878812036,0.6742357335750757,0.00714357588047035
"Climate change is increasing water pollution, as heavier rainfall leads to more runoff, which carries pollutants into rivers and lakes.",0.009091209228750941,0.009093611759701501,0.31604640391805144,0.009091930216840394,0.00909109975261692,0.009094580810161831,0.009091574780272872,0.009091147950479463,0.3585975072259619,0.2617109343571628
"Rising temperatures and extreme weather events are causing increased water pollution, which has serious implications for public health.",0.006250313408904797,0.006250222831184989,0.0062517245842265805,0.0062502925043117046,0.0062502628583653306,0.006250672563034982,0.006250534830323923,0.006250336002348865,0.47348775978149904,0.4765078806357998
"Heat stroke is becoming more common as climate change intensifies heatwaves, especially in regions with inadequate cooling systems.",0.006667694044770591,0.006667316977862088,0.0066671837203126135,0.0066666666988389,0.006666692709728881,0.006666946464265069,0.0066672188377324935,0.006666725338662103,0.9399963288619435,0.006667226345883722
The rise in extreme temperatures due to climate change increases the frequency of heat stroke and other heat-related illnesses.,0.0062501332249464215,0.006250086937210648,0.006250363677553747,0.0062500000125810095,0.006250001797247638,0.006250232282632563,0.006250150489031384,0.0062500661737316275,0.9437479750509238,0.006250990354141085
"Climate change is worsening food insecurity, leading to higher rates of malnutrition as crops fail and food prices rise.",0.006668101709284723,0.31580139224623793,0.006668043426015996,0.006667276098624955,0.28273468000206875,0.00666725420100463,0.0066675191930859095,0.0066668368036790476,0.3547906437382499,0.0066682525817480685
"Changing weather patterns, including droughts and floods, are reducing agricultural yields and exacerbating malnutrition, particularly in developing countries.",0.005884023619039518,0.19732595912664957,0.0058838921116912005,0.005882875428143188,0.0058837073827344745,0.3935991392433689,0.005884240012582219,0.005883033227568057,0.36788906282684686,0.005884067021375788
"Vector-borne diseases, such as malaria and dengue fever, are spreading to new areas as warmer temperatures expand the range of mosquitoes and ticks.",0.0076933041051758305,0.00769250749332443,0.0076933934506611314,0.007692968044677423,0.0076924681920137305,0.007692655547770862,0.007692909600157938,0.0076928299925571285,0.5621784583653263,0.37627850520833517
Climate change is driving the spread of vector-borne diseases as changing climates create favorable conditions for disease-carrying organisms.,0.006666786852811384,0.00666691828650487,0.14950880129603422,0.006667030298839305,0.006666910320402539,0.006667294579669202,0.006667587097097537,0.006666853092767118,0.7971537392656048,0.006668078910268927
"Respiratory illnesses are becoming more common due to air pollution, which is worsened by climate change.",0.00909114402670806,0.00909099628767524,0.26128887324542593,0.009091978802188996,0.00909101160575774,0.009091263845082328,0.009091198763329913,0.009091259905642909,0.6659803311829148,0.00909194233527416
The increased levels of air pollution caused by climate change have been linked to a rise in respiratory diseases like asthma.,0.006250438367252799,0.006250131955623705,0.34003075056657567,0.006250673751296035,0.006250226247354263,0.006250518723106827,0.006250433122927649,0.006250283009190338,0.6099650884218462,0.006251455834826663
"The health impacts of climate change, including extreme heat and pollution, are exacerbating cardiovascular diseases such as heart disease.",0.005882608987847588,0.12975547401734283,0.005883673270519753,0.005882695137379541,0.005882683901145018,0.005882822143732321,0.005882715335738974,0.005882429540225117,0.8231803649218056,0.005884532744263379
Extreme temperatures and air pollution due to climate change are contributing to an increase in heart disease and related health conditions.,0.0058827630638826275,0.005882441966765213,0.0058851634852465145,0.005883927989112417,0.0058827061941463775,0.005882977910598052,0.005882744197938257,0.00588243136692845,0.9470505040344895,0.00588433979089242
"Exposure to extreme heat and pollution, both amplified by climate change, is increasing the incidence of cancers, particularly lung cancer.",0.007143066375751162,0.007142954999072697,0.39601199819726984,0.0071430891919469315,0.007143041014719301,0.007143726318519068,0.007143221679635934,0.007143060790030963,0.5468410901981654,0.007144751234888592
"Changes in environmental factors due to climate change are linked to a rise in certain types of cancer, especially skin cancer.",0.009091533982340954,0.009091676862830822,0.45208659745754237,0.009092912508559713,0.009091548978538458,0.00909131298756906,0.009091513496381397,0.009091564609889831,0.4751793489650296,0.009091990151317876
"Water scarcity is becoming a major issue as climate change alters precipitation patterns, leading to more frequent droughts and reduced water availability.",0.005000606548113284,0.005000897548419927,0.005001105101491537,0.00500131450852221,0.0050008196112144914,0.0050006167648758435,0.005001521131946409,0.005000536221432436,0.954991880682384,0.005000701881599709
"The effects of climate change on water cycles are intensifying water scarcity in many regions, threatening both human populations and ecosystems.",0.006250178803337259,0.006250143567864168,0.2371868109749878,0.0062506893705249105,0.006250434455217099,0.006250650412287377,0.006250721326661789,0.006250097446738291,0.7128096057646099,0.00625066787777132
"The impacts of climate change, including natural disasters and displacement, are causing increased mental health problems such as anxiety and depression.",0.005555725432160521,0.1814190189472411,0.3356740832017236,0.005555943131041679,0.005556042116983694,0.005556206100273644,0.005555886667271217,0.005559161528566413,0.4440114238275886,0.005556509047149334
The psychological toll of climate change is evident as communities affected by extreme weather events and displacement suffer from mental health challenges.,0.005555744027081924,0.005555591824082229,0.3080885026959331,0.0055559764031581456,0.005555772035413391,0.005558461863465082,0.005555656397248399,0.005556226312468476,0.6474606927806452,0.005557375660503959
"Vulnerable populations, including the elderly and low-income communities, are disproportionately affected by the health risks associated with climate change.",0.005882626568747723,0.005882661435131736,0.3066571371486822,0.005882660777137077,0.0058829008110399894,0.005883356254999839,0.0058830305128297735,0.005883002628229183,0.6462791837292224,0.0058834401339800495
"Climate change exacerbates existing health inequalities, with vulnerable populations facing greater risks of illness and death due to heatwaves and disease.",0.005882854954134295,0.005882917607937725,0.24200336457589375,0.005882476784763344,0.005883233056570224,0.005884154759305822,0.0058828379608900205,0.005883415459516761,0.6171662335658035,0.09964851127518462
"Changes in weather patterns due to climate change are affecting food production, leading to poor nutrition and food insecurity in many regions.",0.005555703145672432,0.005557201427827715,0.0055558993818616755,0.005556311240123824,0.3396771039448472,0.0879804695662528,0.13639188274570258,0.005555948906012316,0.4026130167854604,0.005556462856239018
"Rising temperatures and droughts are threatening crop yields, which in turn affects global nutrition, particularly in developing countries.",0.007144971743683118,0.007145154770839353,0.007143442787564401,0.007144540889955444,0.007144545012489998,0.007143914202547282,0.34166493972807904,0.007143745925083602,0.38485904023755446,0.22346570470220323
"The spread of infectious diseases is increasing as climate change alters ecosystems, creating new opportunities for pathogens to thrive.",0.00666694371393727,0.0066670091537051395,0.006667127712683613,0.006667227622047726,0.006666879719176835,0.006666805749404489,0.0066670117266888354,0.00666694356242817,0.7601277314363953,0.18653631960353254
"Rising temperatures and humidity levels due to climate change are accelerating the spread of infectious diseases, such as cholera and malaria.",0.006667060472112532,0.006666847367257151,0.00666750731824263,0.0066667696376025536,0.006666684104492108,0.006666840592788958,0.006666938930926631,0.006666907408360995,0.4734496454275433,0.4732147987406731
"The health impacts of climate change, including respiratory and heat-related illnesses, are becoming more widespread as global temperatures rise.",0.005882926135841369,0.1275033816745626,0.0058832295065068055,0.00588248517637142,0.0058827887545144794,0.005882709843333815,0.005882792629778601,0.005882517153985284,0.8254337965019337,0.0058833726231719416
"Climate change is exacerbating health issues, contributing to a rise in illnesses such as heat stroke, respiratory disease, and vector-borne diseases.",0.005555645227437556,0.0055556250780338596,0.005556063501315067,0.005555612172893677,0.00555568966074065,0.0055556320954761205,0.005555649334442173,0.005555584855325987,0.9499984722472308,0.005556025827104061
"The economic impact of climate change is being felt across industries, particularly agriculture, insurance, and infrastructure, which are all vulnerable to extreme weather events.",0.005000190548981439,0.17511167180528078,0.005000115759575158,0.005000231979817016,0.005000332449653595,0.005002290308302359,0.005000417606526438,0.005001135477769407,0.7848824934143163,0.005001120649777633
"The long-term economic impact of climate change could reach trillions of dollars due to damages to infrastructure, agriculture, and human health.",0.005883336196590247,0.07234234479727424,0.005882981778121575,0.0058828700465038885,0.005883224714183693,0.005882389319101962,0.005883125175121394,0.0058835013420123995,0.8805933879060043,0.005882838725086274
"The cost of climate change is rapidly increasing, with governments facing enormous expenses to mitigate and adapt to the effects of extreme weather and sea level rise.",0.13278100907569027,0.004762222732269384,0.2654467106895189,0.0047621383752020656,0.004762099699310164,0.004762686553853466,0.004763193967260079,0.004762649889968887,0.5684336639500135,0.004763625066913385
"Climate change is driving up costs for businesses and governments, especially in sectors such as agriculture, insurance, and disaster response.",0.007692593553591201,0.00769319544339346,0.17440901594345865,0.007692487693121024,0.007692648075566727,0.17066975517804042,0.007693074727142253,0.0076927351363225835,0.601071694137136,0.007692800112227646
"Countries are facing significant losses from climate change, particularly in the agricultural and coastal sectors, where crops fail and infrastructure is damaged by flooding.",0.006250329015846412,0.3440944440897736,0.006251657366346718,0.0062506274276926494,0.006250585651848091,0.006251347229497674,0.006250572591069763,0.006250378464524974,0.6058994791223389,0.006250579041061333
"The losses due to climate change, both in terms of natural resources and economic activity, are becoming unsustainable for many regions.",0.009091393800770477,0.009091182988394675,0.22998233508900442,0.009090909231100522,0.009091648698074236,0.009091237999256421,0.009093964630643372,0.009091696430427123,0.6972845662162908,0.00909106491603819
"Food security is at risk as climate change disrupts agricultural production, reduces crop yields, and increases food prices.",0.006666745833158765,0.00666933838255021,0.006667203825887887,0.0066683024282852285,0.006669293665948688,0.006667153370589222,0.4506230554124823,0.00666713480825697,0.49603330523377703,0.006668467039063716
The rise in extreme weather events such as droughts and floods is threatening global food security by damaging crops and disrupting supply chains.,0.005001076272963843,0.32750931553904045,0.005001234408406751,0.0050001747790191335,0.0050008979388038305,0.0050012711106690285,0.00500086475542309,0.0050002830380364224,0.6324835143272423,0.005001367830395322
"The damage to infrastructure caused by rising sea levels, flooding, and hurricanes is expected to increase, leading to higher costs for reconstruction and maintenance.",0.005264437010801718,0.005263724805615646,0.005263811517163697,0.005263276430349986,0.005264259063068397,0.47677883958540196,0.005264659709221304,0.005263271668677554,0.4811085877146899,0.005265132495009954
Infrastructure damage due to extreme weather events and rising sea levels is placing a heavy economic burden on governments and communities.,0.005263671813058514,0.005263409802815419,0.005263254169586973,0.005263425271237333,0.005263247310556164,0.005264333723574993,0.005263418562344247,0.005263411303153068,0.9526272482176055,0.005264579826067978
"Climate change could slow global economic growth, as industries are disrupted by extreme weather events and supply chains are damaged.",0.005556310222879381,0.07882660274644894,0.005556328981314016,0.0055557095755252184,0.005555974674205268,0.0055563684397303805,0.005556737174900915,0.005556733957615285,0.8767226525711528,0.005556581656227905
"The effects of climate change, such as resource shortages and damaged infrastructure, are expected to hinder long-term economic growth worldwide.",0.005883068891585022,0.13934262686494794,0.16516339541476635,0.0058824793125651096,0.0058834394218784496,0.00588330578457656,0.005883569965799899,0.0058833642723671595,0.6543107272967486,0.00588402277476492
"The increasing frequency of extreme weather events due to climate change is driving up the cost of insurance, particularly in high-risk areas.",0.004762505595197052,0.004762185387881805,0.10488226315742226,0.004762108097466461,0.004762466190189563,0.1511246527857432,0.004762606803554125,0.00476218311883049,0.7106562630379852,0.004762765825729678
Insurance companies are facing higher payouts and premiums due to the growing risks posed by climate change.,0.010001844133196566,0.010002290506461632,0.3001727210919831,0.010001192857312501,0.010002532560962347,0.13230553474210596,0.01000117321754475,0.010000649053064305,0.49750964085834415,0.010002420979024741
Investment in renewable energy and climate resilience projects is critical to mitigating the economic impact of climate change and promoting sustainable growth.,0.005263313882825601,0.13700231532193455,0.005263435770747667,0.005263404193543768,0.005267641968515279,0.005263175533306975,0.005264393495105654,0.005264941261399635,0.8208814737410831,0.005265904831537683
"Climate change is prompting a shift in investment priorities, with more capital flowing toward green technologies and sustainable practices.",0.008333390657058123,0.00833373644460761,0.008333538364470153,0.008333528065972661,0.008333486831385073,0.00833882270970405,0.3670854943040901,0.008334588287310598,0.5662394950267478,0.008333919308653927
"The economic costs of climate change could reduce global GDP by several percentage points over the next few decades, particularly in vulnerable regions.",0.007143892055945708,0.24217823325265586,0.007143755425074761,0.007143313222188967,0.007143572693649535,0.0071442450362960794,0.09862763225252694,0.007143418368551511,0.6091885558444345,0.007143381848676155
"GDP growth could slow significantly if climate change continues to disrupt key industries such as agriculture, tourism, and insurance.",0.006667667967916398,0.33451327233536243,0.006666872902577105,0.00666704418642706,0.006668585329239055,0.006669105809385304,0.00666745300518751,0.006667836138746574,0.612145204047505,0.006666958277653393
"Job loss is expected to rise in industries severely impacted by climate change, such as agriculture, tourism, and construction.",0.0076927843801440346,0.3130359669417864,0.007693035483086571,0.0076926768894459985,0.007694026568319588,0.007693172622857683,0.007693254531941409,0.007693329128823042,0.6254175923748144,0.007694161078780751
"Many workers are facing job loss as climate change disrupts traditional industries, leading to the need for workforce retraining and adaptation.",0.007144682953080508,0.0071431678980143016,0.0071431211369468875,0.007143351641139473,0.007144157888748609,0.007142957605729077,0.007143619365094688,0.007143660669114568,0.9357080413310299,0.007143239511102068
"Climate change is exacerbating poverty by damaging livelihoods, increasing food prices, and displacing vulnerable populations.",0.007143517924884521,0.007143888633441653,0.2414328080839052,0.08599110424502185,0.007144300492248879,0.00714321694908788,0.007143466489285029,0.007143153225194128,0.6225707652871458,0.007143778669784911
"The economic impact of climate change is driving many people into poverty, particularly in regions already struggling with social and economic challenges.",0.005555746161039398,0.13720236465103727,0.0644874732480611,0.0055557275265940564,0.00555599331880573,0.005556188119865779,0.005556334965554022,0.005557080225785387,0.759417134177773,0.005555957605484108
"Climate change is forcing millions of people to migrate, as rising sea levels, droughts, and extreme weather events displace communities.",0.005263375769000329,0.005263306872801725,0.00526327871677994,0.005263284860471504,0.0052633687278142265,0.005263991509321109,0.005263238966283789,0.005263510210237589,0.9526285668577361,0.005264077509553497
"Migration due to climate change is becoming an increasing issue, as entire regions become uninhabitable due to the effects of extreme weather.",0.0076925021956885265,0.007693647884521889,0.11816685198977825,0.007692960506728516,0.007693477450903897,0.007693277436019777,0.007693329179554169,0.007693015483736387,0.8202867807012414,0.0076941571718272365
"Displacement caused by climate change is forcing families to leave their homes as coastal flooding, wildfires, and droughts devastate their communities.",0.0071429547950974314,0.007143126008707384,0.007143266223990341,0.007143543303429606,0.007143092748766309,0.0071445706612940025,0.00714291269469001,0.007143114523496791,0.9357100544881254,0.0071433645524027495
"The number of displaced people due to climate change is rising, as environmental degradation renders many areas uninhabitable.",0.007692415654070974,0.007693370913488496,0.007692556631495361,0.007695078812938769,0.007693626511548784,0.13922484893048145,0.007692861283973309,0.007693373111144381,0.7992284077822274,0.0076934603686310945
"Climate refugees are emerging as a new global challenge, as people flee regions affected by rising sea levels, extreme weather, and resource scarcity.",0.004762474426808421,0.004762142522305161,0.004762300955742491,0.004762243215337805,0.004762306342926524,0.004762863975274944,0.004762299595935373,0.004762636900413572,0.9571377711213697,0.004762960943886045
"The world is seeing a rise in climate refugees, who are forced to leave their homes due to the increasing impact of climate change.",0.006667687589620119,0.08308665723570983,0.006667185951654511,0.006667141921289349,0.006667311860580129,0.006668119752653124,0.006667487485098997,0.006667819246628109,0.7720353168837916,0.09820527207297425
"Sea level rise, driven by melting ice caps, is displacing entire communities along the world's coastlines, forcing millions to relocate.",0.0076958362926242835,0.007693614880497119,0.4729180362526296,0.007693492189640607,0.007693334432758436,0.007693338609522005,0.0076935003805721535,0.007693447156968834,0.46553094901316383,0.007694450791623052
"As sea levels rise due to climate change, coastal cities face the risk of losing vast areas of land, contributing to large-scale displacement.",0.004762584334432857,0.00476210576106707,0.00476258575301297,0.004762569860364278,0.004762937984912802,0.004762182295662404,0.004763040808926006,0.2745900813425442,0.687309369542611,0.004762542316466351
"Natural disasters, amplified by climate change, are causing mass displacement as people flee their homes to escape floods, hurricanes, and wildfires.",0.005555601820121788,0.00555596283512789,0.24919931291122904,0.005555963692853382,0.005556021111466373,0.26344809676939945,0.005555630950305431,0.00555604829460799,0.4484614257937085,0.0055559358211800065
"Natural disasters, which are becoming more frequent and intense due to climate change, are contributing to growing migration patterns across the globe.",0.006666928363147928,0.096542313759247,0.2710740751878877,0.006666832885180299,0.006667747521358092,0.006668588536478928,0.006667023108735379,0.006667074954268271,0.5857111525589789,0.006668263124717388
"Climate change is exacerbating conflict by intensifying competition over dwindling resources, such as water and arable land, leading to forced migration.",0.006666851879164717,0.006666804957883869,0.006667450841688548,0.006667132811242048,0.006668112035757933,0.006667183610573195,0.20829015807873905,0.006667194713401858,0.7383720322583294,0.006667078813219238
Climate-induced conflict is becoming more common as extreme weather events and resource scarcity fuel tensions between communities and nations.,0.006667118204042544,0.006666970499772152,0.006666865185497936,0.0066669275494321365,0.006669039463891642,0.0066669937525570214,0.006667899337475818,0.006666981165277059,0.6501641209329726,0.296497083909081
"The loss of livelihood due to droughts, floods, and other climate-related events is pushing many to migrate in search of better opportunities.",0.008333585765997917,0.008337379101595823,0.008333939682785757,0.008333614317220453,0.2610694700091916,0.008337824692217829,0.008333858949283204,0.008334026453994163,0.6722526124616715,0.008333688566041862
"People who rely on agriculture and fishing are losing their livelihoods due to climate change, leading to displacement and migration.",0.007143037333525951,0.007143272058244369,0.007143290204304347,0.4878145760634361,0.007144161008336334,0.00714390170376048,0.0071435870595277454,0.007144489780396463,0.4550355779297669,0.007144106858701361
"Environmental refugees are fleeing their homes as a result of environmental degradation, including rising sea levels and desertification caused by climate change.",0.005555906063806225,0.005555729830569624,0.0055560653120538435,0.005555913728789446,0.005555730571916752,0.0055558336320567754,0.005555927923118281,0.00555567399139442,0.9499973307316539,0.005555888214640619
The growing number of environmental refugees highlights the urgency of addressing the impacts of climate change on vulnerable populations.,0.006668128886584312,0.006670976413700053,0.18632616092921928,0.0066675285290707905,0.006668232045489081,0.006666990266772961,0.006667946856571231,0.006668045682231727,0.54105746212416,0.22593852826620056
"Relocation due to climate change is becoming more common, with entire communities forced to leave their homes as sea levels rise and natural disasters become more frequent.",0.005555796569630979,0.005555808163769128,0.1507559376985187,0.005555603060415737,0.005555934426049694,0.005555855281567044,0.005555751418072035,0.005555774711764247,0.8047976514044771,0.005555887265735348
"Relocation efforts are increasing as climate change displaces communities, particularly those living in low-lying coastal areas or regions vulnerable to drought.",0.006666864585780491,0.006666974672850984,0.006667064746704575,0.006667256030978221,0.006667134070402241,0.00666720655925459,0.0066672171678489765,0.006667071976985742,0.7706473747545985,0.1760158354345957
Renewable energy sources like solar and wind are crucial in reducing carbon emissions and transitioning to a more sustainable energy system.,0.00500102201124347,0.005000286921944611,0.0050011162439891396,0.126758030454647,0.005000223270746922,0.005000057005945742,0.005001340642228092,0.4367754488333477,0.30909731976751714,0.09736515484839015
"By investing in renewable energy technologies, we can power entire cities while minimizing the impact on the planet.",0.00833411346867207,0.008334442957919155,0.0083341971767198,0.008334135159611995,0.008333943409271351,0.008333600421352817,0.39267265760359976,0.008335666083770609,0.5406532616040368,0.008333982115045685
Solar power is a rapidly growing renewable energy source that helps reduce reliance on fossil fuels and lowers carbon footprints.,0.23595789374654283,0.005000395083914219,0.005001449304710429,0.00500035434761527,0.005000303442176145,0.005000170801591999,0.7240351456020466,0.005001588729586627,0.005002309164777011,0.0050003897770388795
"Solar energy can be harnessed on rooftops or solar farms, offering an effective solution for both homes and large-scale industries.",0.007692615091911884,0.0076927284735546385,0.00769277828129077,0.007693558772243224,0.007693722531727192,0.0076925468077838595,0.19949377871352697,0.42526094804210196,0.3213946367403311,0.007692686545528313
Wind power is an efficient form of renewable energy that generates electricity without emitting harmful greenhouse gases.,0.22099016669022084,0.0071505823561145735,0.007145460216966737,0.007143113307016275,0.007143112973304012,0.007143012912885188,0.007146409239354994,0.7218493022624592,0.007145082252148315,0.007143757789529856
Wind turbines are becoming an integral part of global efforts to diversify energy sources and fight climate change.,0.00909174892740862,0.00909123843101611,0.009091688274128528,0.009091382566809062,0.009091462894136797,0.00909097787147809,0.009093188748545578,0.009096021181133711,0.461225219402152,0.4660370717031916
Electric vehicles (EVs) are essential for reducing transportation-related emissions and advancing toward a greener future.,0.009091042576010802,0.009091502044313849,0.009091719966141651,0.009091638173098599,0.009091368343472208,0.00909097254623482,0.49384631516522404,0.00909150971414165,0.4334222141345515,0.009091717336810901
"By adopting electric vehicles, we can significantly lower the carbon footprint of the transportation sector and improve air quality.",0.00714433994687035,0.007143634522055469,0.00714436965792049,0.1845643275396194,0.007143146439244303,0.007143366484326504,0.758284032948589,0.007144187899637796,0.007144928283937811,0.00714366627779899
Improving energy efficiency in industries and homes is one of the most cost-effective ways to reduce emissions and conserve resources.,0.0071430788296480835,0.007142973541546998,0.007143608984775451,0.007143378059618181,0.00714389106361141,0.007142949799757416,0.4126226339996235,0.0071439744452584325,0.5302305625101481,0.007142948766012357
"Energy efficiency measures, such as better insulation and advanced technologies, help lower energy consumption and contribute to climate change mitigation.",0.0052636664649136885,0.005264050153346134,0.0052641019442944675,0.005263537675622705,0.00526335072423884,0.005263443915032491,0.5479196675411105,0.005263920468337487,0.4099709109391831,0.005263350173920586
"Green tech innovations, such as carbon capture and smart grids, are key to reducing the environmental impact of industrial processes.",0.007693358273755072,0.007693009318498049,0.21135801123961356,0.007693290496028604,0.007692903009106264,0.007692396364560347,0.727096832304021,0.0076928851832160075,0.0076946664792446415,0.007692647331956586
The development of green technologies is driving the shift toward a low-carbon economy and enabling sustainable growth.,0.0071441115966290976,0.1391945081019933,0.0071440172347240136,0.007143346166883263,0.0071431225805798975,0.007145607388628015,0.7386155722241111,0.007144032700958728,0.07218220066340846,0.007143481342084144
"Energy storage systems are essential for managing the intermittent nature of renewable energy, ensuring a stable supply even when the sun isnâ€™t shining or the wind isnâ€™t blowing.",0.006250224848828199,0.00625034623801876,0.006250884165489405,0.006250516244900006,0.006253455862648179,0.006250223471193255,0.8037304789745583,0.006251715018854182,0.14626155654103104,0.006250598634478619
"Advanced storage solutions, like batteries, help store excess renewable energy for use during periods of high demand.",0.007143573440871779,0.007143460292380417,0.007144104099652646,0.0071432835951990474,0.007143372912786134,0.007143581434863774,0.9357070668249363,0.007144307325078308,0.007143765142529578,0.007143484931702111
Hydrogen fuel can be used as a clean alternative to fossil fuels in industries like transportation and heavy manufacturing.,0.006250635724527622,0.006250594877875464,0.006250773113166792,0.006250613472176654,0.006250264410265597,0.0062509283729061445,0.7489704359205429,0.00625071107153341,0.20102383436379342,0.006251208673212041
"Hydrogen has the potential to decarbonize sectors that are difficult to electrify, such as aviation and shipping.",0.014285979106044506,0.014286542347873726,0.4491343019591767,0.1619158702852229,0.014286608649449842,0.014285714394613486,0.2889428173812043,0.014289704647612936,0.014286201844185217,0.0142862593846163
Effective climate policy is vital for guiding nations towards a sustainable future and mitigating the worst impacts of global warming.,0.006668259975352211,0.006667049681231835,0.006667765313629579,0.006667466063468983,0.0066681042829048074,0.006667642267928513,0.006668012658805317,0.006667952321619383,0.41823206894896037,0.528425678486099
Government policies focused on sustainability and renewable energy can accelerate the transition to a low-carbon economy.,0.006251465655040242,0.006250875074312241,0.0062510262409360765,0.006250737165110559,0.006250481109064676,0.15223366672329994,0.6346493454451487,0.006251719370843905,0.16936039523629695,0.006250287979946815
Clear and consistent climate policies are essential to reduce emissions and curb global warming.,0.298589945697838,0.006666764454811005,0.006667582303438138,0.006667794461582862,0.006667111427869781,0.1714045444423031,0.006668529500779535,0.006667414160166109,0.48333249846864473,0.006667815082566656
Governments must adopt ambitious climate policies to meet international climate agreements.,0.00833534564030042,0.008333565371915829,0.008333985398643745,0.008333999548216522,0.008333914625650349,0.008333413597218519,0.008333901985745046,0.008334180059799223,0.9249940812598048,0.008333612512705538
"Climate action involves a wide range of efforts, including reducing emissions, increasing renewable energy use, and promoting sustainable practices.",0.005000458657783185,0.005001007222224721,0.005000492696256625,0.0050002080236106255,0.005001910643110895,0.005000286056715261,0.3721976673983452,0.005000496242360667,0.5877962154700758,0.005001257589517061
Governments must prioritize climate action to limit global warming to 1.5Â°C and prevent the most severe impacts of climate change.,0.45053486371625506,0.005887254245857716,0.005882952255219789,0.005882602228260289,0.005883951604627081,0.005882534517182118,0.005882642195300279,0.005882553955651629,0.5023964230404443,0.005884222241201824
